### Query	Predictor	RCSB Code	Chain	RMSD	nAlign	GDT

### ECU01_0010
ECU01_0500-m1	RAPTORX	4H61	A	1.72	106	0.668
ECU01_0500-m1	RAPTORX	4H63	F	1.92	108	0.660
ECU01_0500-m1	RAPTORX	5N9J	S	1.60	114	0.598
ECU01_0500-m1	RAPTORX	4V1O	S	1.92	108	0.599
ECU01_0500-m1	RAPTORX	4V1O	S			

### ECU01_0510
ECU01_0510-m1	ALPHAFOLD	5WLW	D	0.79	128	0.971
ECU01_0510-m1	ALPHAFOLD	5WLW	H	0.66	124	0.976
ECU01_0510-m1	ALPHAFOLD	3LVL	A	0.82	125	0.962
ECU01_0510-m1	RAPTORX	2Z7E	A	0.70	128	0.897
ECU01_0510-m1	ALPHAFOLD	5WKP	H	1.07	125	0.948
ECU01_0510-m1	ALPHAFOLD	6WI2	D	1.25	125	0.919
ECU01_0510-m1	RAPTORX	2Z7E	B	1.54	123	0.777
ECU01_0510-m1	RAPTORX	2Z7E	C	1.40	118	0.783
ECU01_0510-m1	RAPTORX	4EB5	C	1.78	120	0.726
ECU01_0510-m1	RAPTORX	5WKP	H	2.06	118	0.724

### ECU01_0520
ECU01_0520-m1	RAPTORX	6R60	A	1.03	106	0.503
ECU01_0520-m1	RAPTORX	6R60	C	1.03	106	0.504
ECU01_0520-m1	ALPHAFOLD	5TZS	t	3.12	161	0.379
ECU01_0520-m1	ALPHAFOLD	6SRS	p	3.24	164	0.384
ECU01_0520-m1	ALPHAFOLD	6SRI	P	3.24	164	0.384
ECU01_0520-m1	ALPHAFOLD	6SRS	P	3.24	164	0.384
ECU01_0520-m1	ALPHAFOLD	2W18	A	3.14	168	0.384
ECU01_0520-m1	RAPTORX	6R60	D	1.01	106	0.576
ECU01_0520-m1	RAPTORX	6R60	B	1.04	106	0.570
ECU01_0520-m1	RAPTORX	5YZV	E	1.24	106	0.400

### ECU01_0525
ECU01_0525-m1	ALPHAFOLD	4WPX	B	2.54	58	0.460
ECU01_0525-m1	ALPHAFOLD	4WPX	E	2.69	60	0.466
ECU01_0525-m1	ALPHAFOLD	6YIP	B	2.52	49	0.573
ECU01_0525-m1	ALPHAFOLD	6J5I	e	2.59	51	0.540
ECU01_0525-m1	ALPHAFOLD	5Y5Y	I	2.61	49	0.533
ECU01_0525-m1	RAPTORX	5CVA	A	4.62	46	0.331
ECU01_0525-m1	RAPTORX	5LSJ	N	3.59	54	0.301
ECU01_0525-m1	RAPTORX	3UL5	A	2.81	27	0.192
ECU01_0525-m1	RAPTORX	3UL6	B	2.45	23	0.209
ECU01_0525-m1	RAPTORX	5CTD	C	4.22	44	0.292

### ECU01_0540
ECU01_0540-m1	RAPTORX	2JWN	A	1.26	98	0.889
ECU01_0540-m1	ALPHAFOLD	3B4M	C	1.77	77	0.875
ECU01_0540-m1	ALPHAFOLD	1H6K	X	1.21	73	0.886
ECU01_0540-m1	ALPHAFOLD	3B4M	B	1.51	76	0.869
ECU01_0540-m1	ALPHAFOLD	3B4M	A	1.80	77	0.875
ECU01_0540-m1	RAPTORX	3B4M	C	1.41	77	0.809
ECU01_0540-m1	RAPTORX	3B4M	A	1.42	77	0.812
ECU01_0540-m1	RAPTORX	3B4M	B	1.32	76	0.794
ECU01_0540-m1	ALPHAFOLD	1H6K	Y	0.91	71	0.875
ECU01_0540-m1	RAPTORX	5D77	A	1.66	79	0.821

### ECU01_0545
ECU01_0545-m1	ALPHAFOLD	5MQF	g	0.74	77	0.902
ECU01_0545-m1	ALPHAFOLD	6ID1	j	0.75	77	0.896
ECU01_0545-m1	ALPHAFOLD	6AH0	j	0.75	77	0.896
ECU01_0545-m1	ALPHAFOLD	6ID1	c	0.75	77	0.896
ECU01_0545-m1	ALPHAFOLD	6ID0	j	0.75	77	0.896
ECU01_0545-m1	RAPTORX	1B34	A	0.81	75	0.912
ECU01_0545-m1	RAPTORX	5XJR	A	0.99	76	0.898
ECU01_0545-m1	RAPTORX	5XJU	A	0.99	76	0.895
ECU01_0545-m1	RAPTORX	4F7U	C	1.25	76	0.892
ECU01_0545-m1	RAPTORX	5XJL	A	1.01	76	0.892

### ECU01_0550
ECU01_0550-m1	ALPHAFOLD	3L82	A	3.18	139	0.426
ECU01_0550-m1	ALPHAFOLD	5WIR	B	2.72	134	0.404
ECU01_0550-m1	ALPHAFOLD	5XUP	A	2.77	136	0.425
ECU01_0550-m1	ALPHAFOLD	4RQI	A	3.14	143	0.421
ECU01_0550-m1	ALPHAFOLD	3BQO	A	3.11	142	0.422

### ECU01_0555
ECU01_0555-m1	RAPTORX	3OGI	C	2.08	47	0.668
ECU01_0555-m1	RAPTORX	4GZR	A	2.04	47	0.638
ECU01_0555-m1	RAPTORX	5IM8	A	2.94	64	0.570
ECU01_0555-m1	RAPTORX	4GZR	C	2.03	47	0.594
ECU01_0555-m1	RAPTORX	5VOZ	d	2.19	45	0.625
ECU01_0555-m1	ALPHAFOLD	1DF4	A	2.71	49	0.566
ECU01_0555-m1	ALPHAFOLD	6HK5	H	2.61	47	0.556
ECU01_0555-m1	ALPHAFOLD	1I5Y	A	2.65	49	0.537
ECU01_0555-m1	ALPHAFOLD	1I5X	A	2.38	48	0.541
ECU01_0555-m1	ALPHAFOLD	1JPX	G	2.20	44	0.513

### ECU01_0560
ECU01_0560-m1	RAPTORX	4UXV	A	3.00	244	0.307

### ECU01_0580
ECU01_0580-m1	RAPTORX	4WH5	A	2.75	109	0.463
ECU01_0580-m1	RAPTORX	4WH5	B	3.04	112	0.463
ECU01_0580-m1	RAPTORX	4XJE	A	2.89	118	0.407
ECU01_0580-m1	RAPTORX	4FO1	B	3.09	111	0.456
ECU01_0580-m1	RAPTORX	4FO1	A	2.83	108	0.456
ECU01_0580-m1	ALPHAFOLD	3GNL	B	3.50	112	0.288
ECU01_0580-m1	ALPHAFOLD	6Q56	C	3.80	102	0.254
ECU01_0580-m1	ALPHAFOLD	6Q56	D	3.80	101	0.251
ECU01_0580-m1	ALPHAFOLD	3GNL	A	3.53	112	0.282
ECU01_0580-m1	ALPHAFOLD	3RQI	A	3.90	97	0.294

### ECU01_0590
ECU01_0590-m1	RAPTORX	4KAX	A	0.78	155	0.908
ECU01_0590-m1	RAPTORX	3VHX	C	0.80	154	0.910
ECU01_0590-m1	RAPTORX	2A5F	A	0.81	154	0.906
ECU01_0590-m1	RAPTORX	2A5D	A	0.85	155	0.902
ECU01_0590-m1	RAPTORX	3VHX	E	0.82	154	0.910
ECU01_0590-m1	ALPHAFOLD	4V0N	E	2.38	149	0.622
ECU01_0590-m1	ALPHAFOLD	4V0O	E	2.47	150	0.614
ECU01_0590-m1	ALPHAFOLD	4V0L	B	2.38	149	0.619
ECU01_0590-m1	ALPHAFOLD	4V0N	A	2.32	148	0.610
ECU01_0590-m1	ALPHAFOLD	4V0L	A	2.49	151	0.619

### ECU01_0600
ECU01_0600-m1	ALPHAFOLD	5N60	C	1.24	280	0.842
ECU01_0600-m1	ALPHAFOLD	5N5Y	C	1.24	280	0.842
ECU01_0600-m1	ALPHAFOLD	5N5Z	C	1.24	280	0.842
ECU01_0600-m1	ALPHAFOLD	6RUI	C	1.31	280	0.845
ECU01_0600-m1	ALPHAFOLD	4C2M	C	1.25	280	0.834
ECU01_0600-m1	RAPTORX	5N61	C	1.49	278	0.781
ECU01_0600-m1	RAPTORX	6HLR	C	1.46	276	0.786
ECU01_0600-m1	RAPTORX	4C2M	C	1.47	277	0.787
ECU01_0600-m1	RAPTORX	4C2M	R	1.49	277	0.782
ECU01_0600-m1	RAPTORX	6RWE	C	1.48	276	0.784

### ECU01_0610
ECU01_0610-m1	RAPTORX	4XFV	A	1.15	599	0.781
ECU01_0610-m1	RAPTORX	5M2N	A	1.74	591	0.676
ECU01_0610-m1	RAPTORX	6QK7	B	1.74	605	0.694
ECU01_0610-m1	ALPHAFOLD	5M2N	A	1.99	587	0.631
ECU01_0610-m1	ALPHAFOLD	4XFV	A	2.12	588	0.624
ECU01_0610-m1	ALPHAFOLD	6QK7	B	2.19	602	0.616
ECU01_0610-m1	ALPHAFOLD	1PEV	A	2.58	534	0.548
ECU01_0610-m1	ALPHAFOLD	1PGU	B	2.56	524	0.551
ECU01_0610-m1	RAPTORX	1PEV	A	2.76	535	0.514
ECU01_0610-m1	RAPTORX	1NR0	A	2.84	537	0.502

### ECU01_0620
ECU01_0620-m1	RAPTORX	4NAC	A	0.71	136	0.980
ECU01_0620-m1	RAPTORX	4NAC	B	0.73	131	0.968
ECU01_0620-m1	RAPTORX	4JXT	A	0.66	130	0.973
ECU01_0620-m1	RAPTORX	2KM4	A	1.79	145	0.694
ECU01_0620-m1	RAPTORX	4FLB	A	1.56	127	0.840
ECU01_0620-m1	ALPHAFOLD	4NAC	B	1.94	121	0.714
ECU01_0620-m1	ALPHAFOLD	4JXT	A	1.91	119	0.713
ECU01_0620-m1	ALPHAFOLD	4NAC	A	1.74	117	0.686
ECU01_0620-m1	ALPHAFOLD	2BF0	X	1.84	113	0.638
ECU01_0620-m1	ALPHAFOLD	2KM4	A	2.30	133	0.589

### ECU01_0630
ECU01_0630-m1	RAPTORX	4GV1	A	1.66	263	0.676
ECU01_0630-m1	ALPHAFOLD	4GV1	A	1.69	262	0.678
ECU01_0630-m1	ALPHAFOLD	4EKL	A	1.62	260	0.667
ECU01_0630-m1	RAPTORX	4EKL	A	1.74	263	0.664
ECU01_0630-m1	ALPHAFOLD	6C0T	A	1.74	264	0.651
ECU01_0630-m1	RAPTORX	1REJ	A	1.52	259	0.658
ECU01_0630-m1	RAPTORX	3POO	A	1.51	258	0.656
ECU01_0630-m1	RAPTORX	6FRX	A	1.52	257	0.658
ECU01_0630-m1	ALPHAFOLD	4CRS	A	1.73	262	0.658
ECU01_0630-m1	ALPHAFOLD	1STC	E	1.61	259	0.645

### ECU01_0640
ECU01_0640-m1	ALPHAFOLD	4DYL	A	2.14	183	0.346
ECU01_0640-m1	ALPHAFOLD	5H3D	B	2.42	176	0.314
ECU01_0640-m1	ALPHAFOLD	4CKH	D	2.66	182	0.302
ECU01_0640-m1	ALPHAFOLD	4CKG	D	2.66	182	0.302
ECU01_0640-m1	ALPHAFOLD	4CKH	B	2.66	182	0.302
ECU01_0640-m1	RAPTORX	4DYL	A	2.38	174	0.312

### ECU01_0650
ECU01_0650-m1	RAPTORX	4BJU	A	0.81	512	0.933
ECU01_0650-m1	RAPTORX	4BJU	B	0.90	506	0.896
ECU01_0650-m1	RAPTORX	5OAW	A	0.97	501	0.886
ECU01_0650-m1	RAPTORX	5OAW	B	1.30	466	0.838
ECU01_0650-m1	RAPTORX	2DKC	A	1.65	498	0.767
ECU01_0650-m1	ALPHAFOLD	4BJU	B	1.72	498	0.772
ECU01_0650-m1	ALPHAFOLD	4BJU	A	1.77	500	0.775
ECU01_0650-m1	ALPHAFOLD	5OAW	A	1.84	494	0.745
ECU01_0650-m1	ALPHAFOLD	5OAW	B	1.91	459	0.722
ECU01_0650-m1	ALPHAFOLD	2DKC	A	2.08	491	0.685

### ECU01_0660
ECU01_0660-m1	ALPHAFOLD	7EKN	F	0.86	42	0.946
ECU01_0660-m1	ALPHAFOLD	3A1Q	F	1.20	44	0.933
ECU01_0660-m1	ALPHAFOLD	4L9U	B	0.92	42	0.946
ECU01_0660-m1	ALPHAFOLD	5CWT	A	0.80	41	0.963
ECU01_0660-m1	ALPHAFOLD	3GWO	B	0.80	41	0.939
ECU01_0660-m1	RAPTORX	2XNS	C	3.06	31	0.506
ECU01_0660-m1	RAPTORX	2XNS	D	3.06	31	0.500
ECU01_0660-m1	RAPTORX	2LP1	A	2.04	35	0.451
ECU01_0660-m1	RAPTORX	6H8E	A	2.57	28	0.308
ECU01_0660-m1	RAPTORX	2EQW	A	3.19	37	0.397

### ECU01_0670
ECU01_0670-m1	ALPHAFOLD	6RO4	C	2.86	298	0.505
ECU01_0670-m1	ALPHAFOLD	6NMI	D	2.85	321	0.499
ECU01_0670-m1	ALPHAFOLD	7NVV	2	2.60	241	0.579
ECU01_0670-m1	ALPHAFOLD	7NW0	2	2.97	283	0.458
ECU01_0670-m1	ALPHAFOLD	7NVX	2	3.04	288	0.462
ECU01_0670-m1	RAPTORX	5SWF	A	2.91	260	0.443
ECU01_0670-m1	RAPTORX	5K6S	A	2.99	255	0.437
ECU01_0670-m1	RAPTORX	5SW9	A	2.96	254	0.448
ECU01_0670-m1	RAPTORX	2IAE	E	3.27	282	0.406
ECU01_0670-m1	RAPTORX	5JJA	B	3.09	264	0.439

### ECU01_0680
ECU01_0680-m1	ALPHAFOLD	2YWL	B	1.99	146	0.705
ECU01_0680-m1	ALPHAFOLD	2YWL	A	2.03	146	0.704
ECU01_0680-m1	ALPHAFOLD	2CVJ	A	2.06	146	0.700
ECU01_0680-m1	ALPHAFOLD	4CCR	D	2.19	149	0.729
ECU01_0680-m1	RAPTORX	2CVJ	A	1.51	105	0.583
ECU01_0680-m1	RAPTORX	2YWL	A	1.52	105	0.585
ECU01_0680-m1	RAPTORX	4CCR	D	2.01	112	0.609
ECU01_0680-m1	RAPTORX	2YWL	B	1.72	105	0.559
ECU01_0680-m1	ALPHAFOLD	3ILY	B	3.05	103	0.419
ECU01_0680-m1	RAPTORX	3MC3	A	2.17	62	0.507

### ECU01_0690
ECU01_0690-m1	RAPTORX	2CLY	D	2.92	84	0.488
ECU01_0690-m1	RAPTORX	2CLY	A	3.01	84	0.488
ECU01_0690-m1	ALPHAFOLD	7K02	A	2.97	91	0.552
ECU01_0690-m1	RAPTORX	4RFX	D	2.50	83	0.517
ECU01_0690-m1	RAPTORX	6A9P	A	2.14	79	0.515
ECU01_0690-m1	RAPTORX	6A9P	C	2.05	78	0.519
ECU01_0690-m1	ALPHAFOLD	7K02	D	2.72	86	0.546
ECU01_0690-m1	ALPHAFOLD	7K02	C	2.82	92	0.489
ECU01_0690-m1	ALPHAFOLD	7K02	E	2.83	88	0.533
ECU01_0690-m1	ALPHAFOLD	7K02	F	2.95	81	0.483

### ECU01_0700
ECU01_0700-m1	RAPTORX	5K0Y	S	0.35	408	0.958
ECU01_0700-m1	ALPHAFOLD	3V11	A	1.30	394	0.865
ECU01_0700-m1	ALPHAFOLD	6R8S	A	1.40	400	0.863
ECU01_0700-m1	ALPHAFOLD	5JB3	7	1.37	397	0.855
ECU01_0700-m1	ALPHAFOLD	4QFM	A	1.36	398	0.855
ECU01_0700-m1	ALPHAFOLD	6R8T	A	1.36	398	0.857
ECU01_0700-m1	RAPTORX	6I3M	P	1.90	387	0.753
ECU01_0700-m1	RAPTORX	6I7T	P	1.90	387	0.753
ECU01_0700-m1	RAPTORX	6I7T	O	1.90	387	0.753
ECU01_0700-m1	RAPTORX	6I3M	O	1.90	387	0.753

### ECU01_0710
ECU01_0710-m1	RAPTORX	5J1G	B	2.63	170	0.464
ECU01_0710-m1	RAPTORX	5J1G	A	2.68	168	0.459
ECU01_0710-m1	RAPTORX	3EDU	A	2.71	140	0.465
ECU01_0710-m1	RAPTORX	2IAK	A	2.64	140	0.442
ECU01_0710-m1	RAPTORX	3FB2	B	2.81	146	0.458

### ECU01_0720
ECU01_0720-m1	RAPTORX	3EVI	A	1.70	113	0.807
ECU01_0720-m1	RAPTORX	3EVI	B	1.69	113	0.803
ECU01_0720-m1	ALPHAFOLD	2GZY	A	2.44	119	0.605
ECU01_0720-m1	ALPHAFOLD	4XHM	B	1.59	107	0.784
ECU01_0720-m1	ALPHAFOLD	2YN1	A	1.40	102	0.793
ECU01_0720-m1	ALPHAFOLD	2YN1	B	1.41	102	0.788
ECU01_0720-m1	ALPHAFOLD	4XHM	A	1.68	108	0.770
ECU01_0720-m1	RAPTORX	1B9Y	C	1.23	119	0.760
ECU01_0720-m1	RAPTORX	1B9X	C	1.67	122	0.764
ECU01_0720-m1	RAPTORX	2DBC	A	2.19	133	0.660

### ECU01_0730
ECU01_0730-m1	ALPHAFOLD	3RGU	C	2.07	80	0.688
ECU01_0730-m1	ALPHAFOLD	3RGU	A	2.03	80	0.679
ECU01_0730-m1	RAPTORX	6RFS	L	1.66	74	0.726
ECU01_0730-m1	RAPTORX	6CFW	D	2.01	74	0.699
ECU01_0730-m1	ALPHAFOLD	3RGU	B	2.05	79	0.667
ECU01_0730-m1	RAPTORX	4HE8	E	1.71	77	0.634
ECU01_0730-m1	RAPTORX	4HE8	K	1.71	77	0.634
ECU01_0730-m1	RAPTORX	4HEA	K	1.71	77	0.632
ECU01_0730-m1	ALPHAFOLD	5USR	F	2.19	72	0.690
ECU01_0730-m1	ALPHAFOLD	2KUB	A	2.17	83	0.581

### ECU01_0740
ECU01_0740-m1	RAPTORX	2B8T	B	1.15	180	0.885
ECU01_0740-m1	RAPTORX	2UZ3	A	1.15	179	0.880
ECU01_0740-m1	RAPTORX	2UZ3	C	1.30	181	0.872
ECU01_0740-m1	RAPTORX	2B8T	C	1.17	181	0.844
ECU01_0740-m1	RAPTORX	2UZ3	B	1.19	184	0.822
ECU01_0740-m1	ALPHAFOLD	2ORW	B	1.68	170	0.790
ECU01_0740-m1	ALPHAFOLD	2QQ0	B	1.77	168	0.796
ECU01_0740-m1	ALPHAFOLD	2ORW	A	1.80	169	0.798
ECU01_0740-m1	ALPHAFOLD	2QQ0	A	1.69	166	0.784
ECU01_0740-m1	ALPHAFOLD	2JA1	A	1.88	180	0.718

### ECU01_0750
ECU01_0750-m1	RAPTORX	6G2J	M	1.75	248	0.585
ECU01_0750-m1	ALPHAFOLD	6VK1	B	2.69	224	0.505
ECU01_0750-m1	RAPTORX	6G72	M	1.81	248	0.578
ECU01_0750-m1	RAPTORX	4HE8	M	1.63	246	0.575
ECU01_0750-m1	RAPTORX	4HE8	G	1.63	246	0.575
ECU01_0750-m1	RAPTORX	5XTC	r	1.81	247	0.585
ECU01_0750-m1	ALPHAFOLD	6VK0	B	2.84	225	0.497
ECU01_0750-m1	ALPHAFOLD	6VJZ	B	2.63	215	0.490
ECU01_0750-m1	ALPHAFOLD	6VJY	B	2.82	218	0.464
ECU01_0750-m1	ALPHAFOLD	5V6P	A	2.46	193	0.491

### ECU01_0760
ECU01_0760-m1	ALPHAFOLD	1H88	C	2.63	64	0.309

### ECU01_0770
ECU01_0770-m1	RAPTORX	5DZQ	A	2.19	109	0.442
ECU01_0770-m1	RAPTORX	5BWM	B	1.92	112	0.421
ECU01_0770-m1	RAPTORX	4XSH	B	1.93	112	0.424
ECU01_0770-m1	RAPTORX	4XSG	B	1.96	112	0.410
ECU01_0770-m1	RAPTORX	2C8H	D	2.05	113	0.433
ECU01_0770-m1	ALPHAFOLD	3FN6	A	3.09	89	0.284
ECU01_0770-m1	ALPHAFOLD	3WZS	A	3.54	87	0.316
ECU01_0770-m1	ALPHAFOLD	3FN7	A	3.31	92	0.290
ECU01_0770-m1	ALPHAFOLD	3FN5	B	3.25	90	0.304
ECU01_0770-m1	ALPHAFOLD	3FN5	A	3.40	86	0.304

### ECU01_0790
ECU01_0790-m1	ALPHAFOLD	6V4B	B	2.55	99	0.450
ECU01_0790-m1	ALPHAFOLD	6V4B	A	2.55	99	0.448
ECU01_0790-m1	ALPHAFOLD	1IK9	A	2.63	114	0.342
ECU01_0790-m1	ALPHAFOLD	3O0Z	C	1.58	80	0.439
ECU01_0790-m1	ALPHAFOLD	2EFS	C	1.85	84	0.458
ECU01_0790-m1	RAPTORX	6F2S	B	2.74	107	0.359
ECU01_0790-m1	RAPTORX	6F2S	K	2.57	104	0.354
ECU01_0790-m1	RAPTORX	6AJ3	B	3.21	98	0.366
ECU01_0790-m1	RAPTORX	6F2S	A	2.78	107	0.359
ECU01_0790-m1	RAPTORX	6RJ0	A	2.74	99	0.389

### ECU01_0800
ECU01_0800-m1	RAPTORX	5HVM	A	0.52	432	0.950
ECU01_0800-m1	RAPTORX	5HVM	B	0.76	435	0.936
ECU01_0800-m1	RAPTORX	5HVO	D	1.00	439	0.918
ECU01_0800-m1	RAPTORX	5HVO	B	0.93	436	0.923
ECU01_0800-m1	RAPTORX	5HUU	B	0.91	432	0.923
ECU01_0800-m1	ALPHAFOLD	5HUV	A	1.18	450	0.891
ECU01_0800-m1	ALPHAFOLD	5HUT	A	1.20	450	0.883
ECU01_0800-m1	ALPHAFOLD	5HUU	A	1.20	450	0.884
ECU01_0800-m1	ALPHAFOLD	5HUV	B	1.21	446	0.883
ECU01_0800-m1	ALPHAFOLD	5HUT	B	1.19	445	0.879

### ECU01_0810
ECU01_0810-m1	ALPHAFOLD	6SSS	E	2.24	115	0.642
ECU01_0810-m1	ALPHAFOLD	6SSR	C	2.11	113	0.638
ECU01_0810-m1	ALPHAFOLD	6SSW	C	2.23	114	0.637
ECU01_0810-m1	ALPHAFOLD	6SSU	C	2.23	114	0.637
ECU01_0810-m1	ALPHAFOLD	6VL4	A	1.99	116	0.607
ECU01_0810-m1	RAPTORX	3VUQ	A	3.27	121	0.374
ECU01_0810-m1	RAPTORX	3VUQ	B	3.34	118	0.359
ECU01_0810-m1	RAPTORX	1U9O	A	3.34	122	0.357
ECU01_0810-m1	RAPTORX	5ECF	J	3.48	101	0.397
ECU01_0810-m1	RAPTORX	3VUQ	C	3.32	118	0.366

### ECU01_0840
ECU01_0840-m1	RAPTORX	1N54	B	1.13	81	0.638
ECU01_0840-m1	RAPTORX	3CW1	8	0.89	78	0.610
ECU01_0840-m1	RAPTORX	3CW1	7	0.89	78	0.610
ECU01_0840-m1	RAPTORX	3CW1	K	0.89	78	0.610
ECU01_0840-m1	RAPTORX	3CW1	6	0.89	78	0.610
ECU01_0840-m1	ALPHAFOLD	3CW1	8	1.52	78	0.533
ECU01_0840-m1	ALPHAFOLD	3CW1	6	1.52	78	0.533
ECU01_0840-m1	ALPHAFOLD	3CW1	K	1.52	78	0.533
ECU01_0840-m1	ALPHAFOLD	3CW1	7	1.52	78	0.533
ECU01_0840-m1	ALPHAFOLD	1HL6	A	1.79	80	0.529

### ECU01_0850
ECU01_0850-m1	RAPTORX	3T5V	B	1.49	333	0.843
ECU01_0850-m1	RAPTORX	3T5V	E	1.73	330	0.757
ECU01_0850-m1	RAPTORX	5L3T	B	1.84	333	0.784
ECU01_0850-m1	RAPTORX	5G5P	B	1.84	333	0.784
ECU01_0850-m1	RAPTORX	5UBP	B	1.84	333	0.776
ECU01_0850-m1	ALPHAFOLD	5GJQ	S	2.88	296	0.553
ECU01_0850-m1	ALPHAFOLD	3JCK	A	2.67	292	0.546
ECU01_0850-m1	ALPHAFOLD	4CR4	S	2.84	272	0.488
ECU01_0850-m1	ALPHAFOLD	5MPE	S	2.82	306	0.560
ECU01_0850-m1	ALPHAFOLD	4CR2	S	2.95	265	0.466

### ECU01_0860
ECU01_0860-m1	RAPTORX	3QM0	A	1.46	220	0.753
ECU01_0860-m1	ALPHAFOLD	5ZBA	A	2.06	234	0.646
ECU01_0860-m1	ALPHAFOLD	5ZBB	A	2.08	234	0.652
ECU01_0860-m1	ALPHAFOLD	7BXW	A	2.23	217	0.566
ECU01_0860-m1	ALPHAFOLD	7C3O	A	2.21	222	0.591
ECU01_0860-m1	ALPHAFOLD	7BX0	A	2.25	217	0.568
ECU01_0860-m1	RAPTORX	3CZ7	A	1.75	214	0.695
ECU01_0860-m1	RAPTORX	2ZFN	A	1.82	216	0.694
ECU01_0860-m1	RAPTORX	2RIM	A	1.82	216	0.687
ECU01_0860-m1	RAPTORX	5ZBB	A	2.15	213	0.640

### ECU01_0870
ECU01_0870-m1	RAPTORX	6GNG	B	2.84	314	0.365
ECU01_0870-m1	RAPTORX	6GNG	A	2.81	312	0.364
ECU01_0870-m1	RAPTORX	6GNF	C	2.93	310	0.364
ECU01_0870-m1	RAPTORX	6GNF	A	2.95	309	0.357
ECU01_0870-m1	ALPHAFOLD	6GNG	A	3.05	307	0.336
ECU01_0870-m1	ALPHAFOLD	6GNG	B	3.00	304	0.336
ECU01_0870-m1	ALPHAFOLD	6GNF	C	3.05	301	0.345
ECU01_0870-m1	ALPHAFOLD	6GNF	A	3.07	303	0.335
ECU01_0870-m1	RAPTORX	4HLN	A	3.52	304	0.320
ECU01_0870-m1	ALPHAFOLD	4HLN	A	3.27	287	0.304

### ECU01_0880
ECU01_0880-m1	ALPHAFOLD	4OWX	B	1.33	101	0.853
ECU01_0880-m1	ALPHAFOLD	4OWW	B	1.48	101	0.834
ECU01_0880-m1	RAPTORX	2K75	A	0.93	97	0.833
ECU01_0880-m1	ALPHAFOLD	5D8F	B	1.22	92	0.762
ECU01_0880-m1	ALPHAFOLD	5D8E	C	1.68	92	0.772
ECU01_0880-m1	ALPHAFOLD	5D8F	A	1.36	92	0.757
ECU01_0880-m1	RAPTORX	4OWX	B	1.61	88	0.675
ECU01_0880-m1	RAPTORX	4OWW	B	1.79	89	0.668
ECU01_0880-m1	RAPTORX	5D8F	B	1.91	90	0.650
ECU01_0880-m1	RAPTORX	1O7I	B	1.64	90	0.671

### ECU01_0890
ECU01_0890-m1	RAPTORX	5CLL	B	0.86	107	0.737
ECU01_0890-m1	RAPTORX	5CLL	D	0.86	107	0.737
ECU01_0890-m1	RAPTORX	1K5G	H	1.23	108	0.688
ECU01_0890-m1	RAPTORX	1K5G	B	1.23	108	0.688
ECU01_0890-m1	RAPTORX	1K5G	K	1.23	108	0.688
ECU01_0890-m1	ALPHAFOLD	1K5G	H	1.63	97	0.536
ECU01_0890-m1	ALPHAFOLD	1K5G	K	1.63	97	0.531
ECU01_0890-m1	ALPHAFOLD	1K5G	B	1.63	97	0.534
ECU01_0890-m1	ALPHAFOLD	1K5G	E	1.63	97	0.533
ECU01_0890-m1	ALPHAFOLD	3WYF	B	1.39	93	0.554

### ECU01_0900
ECU01_0900-m1	ALPHAFOLD	6HRK	B	2.31	78	0.406
ECU01_0900-m1	ALPHAFOLD	7LJ0	B	2.40	82	0.401
ECU01_0900-m1	RAPTORX	6QLD	H	3.03	76	0.378
ECU01_0900-m1	RAPTORX	6QLE	H	3.31	80	0.389
ECU01_0900-m1	ALPHAFOLD	4LMS	B	3.10	81	0.293
ECU01_0900-m1	ALPHAFOLD	7LIX	B	2.26	81	0.362
ECU01_0900-m1	RAPTORX	3JB9	V	3.04	83	0.365
ECU01_0900-m1	ALPHAFOLD	3PMC	A	2.82	79	0.379
ECU01_0900-m1	RAPTORX	5MQF	H	2.90	79	0.359
ECU01_0900-m1	RAPTORX	6FF7	H	3.35	84	0.348

### ECU01_0910
ECU01_0910-m1	RAPTORX	4B2F	A	1.46	112	0.607
ECU01_0910-m1	RAPTORX	4BG5	B	1.87	112	0.567
ECU01_0910-m1	RAPTORX	4BG5	A	1.80	111	0.575
ECU01_0910-m1	RAPTORX	4AXZ	A	1.56	114	0.604
ECU01_0910-m1	RAPTORX	6FZE	B	1.95	109	0.506
ECU01_0910-m1	ALPHAFOLD	4RXI	A	3.28	83	0.470
ECU01_0910-m1	ALPHAFOLD	2P71	A	3.24	94	0.403
ECU01_0910-m1	ALPHAFOLD	6IFZ	C	2.87	83	0.426
ECU01_0910-m1	ALPHAFOLD	2P70	A	3.53	95	0.371
ECU01_0910-m1	ALPHAFOLD	1XFR	A	3.06	112	0.398

### ECU01_0920
ECU01_0920-m1	ALPHAFOLD	6ZOJ	M	1.68	118	0.813
ECU01_0920-m1	ALPHAFOLD	6ZOL	M	1.69	118	0.809
ECU01_0920-m1	ALPHAFOLD	6YBS	m	1.70	117	0.791
ECU01_0920-m1	ALPHAFOLD	6ZLW	O	1.70	117	0.770
ECU01_0920-m1	ALPHAFOLD	6ZXG	M	1.44	107	0.831
ECU01_0920-m1	RAPTORX	5OPT	i	1.64	114	0.831
ECU01_0920-m1	RAPTORX	4D5L	M	1.96	113	0.740
ECU01_0920-m1	RAPTORX	4D61	M	1.96	113	0.740
