### Query	Predictor	RCSB Code	Chain	sTMscore	TMscore	Dali_Z	SPscore	Length	RMSD	Seq_Id

### ECU01_0010
ECU01_0390-m1	RAPTORX	5AQQ	F	0.606	0.493	7.20	0.612	90	2.660	8.9
ECU01_0390-m1	RAPTORX	5AQQ	B	0.596	0.499	7.07	0.612	90	2.627	8.9
ECU01_0390-m1	RAPTORX	2LRL	C	0.505	0.517	-0.65	0.117	101	3.950	5.9
ECU01_0390-m1	RAPTORX	4L8I	B	0.616	0.535	7.45	0.646	90	2.743	7.8
ECU01_0390-m1	ALPHAFOLD	1LJ2	A	0.422	0.359	0.95	0.389	83	4.628	1.2
ECU01_0390-m1	ALPHAFOLD	1LJ2	B	0.418	0.364	1.22	0.383	88	4.517	2.3
ECU01_0390-m1	ALPHAFOLD	3O2B	C	0.341	0.299	1.31	0.359	65	3.812	7.7
ECU01_0390-m1	ALPHAFOLD	2WA8	C	0.324	0.284	0.82	0.363	58	3.521	1.7
ECU01_0390-m1	ALPHAFOLD	5AJ3	h	0.345	0.307	0.43	0.366	74	4.583	12.2

### ECU01_0400
ECU01_0400-m1	RAPTORX	3RKO	M	0.814	0.839	42.63	1.078	368	2.330	9.0
ECU01_0400-m1	RAPTORX	3RKO	C	0.814	0.839	42.63	1.078	368	2.330	9.0
ECU01_0400-m1	RAPTORX	6RFS	4	0.779	0.801	36.03	1.009	360	2.697	8.6
ECU01_0400-m1	RAPTORX	6RFR	4	0.770	0.800	35.95	1.016	359	2.646	8.4
ECU01_0400-m1	RAPTORX	6RFQ	4	0.776	0.801	36.15	1.017	359	2.650	8.6
ECU01_0400-m1	ALPHAFOLD	4C9Q	B	0.463	0.348	4.88	0.322	218	5.252	6.9
ECU01_0400-m1	ALPHAFOLD	4C9Q	A	0.474	0.352	4.19	0.376	210	4.903	8.1
ECU01_0400-m1	ALPHAFOLD	2C3E	A	0.437	0.336	2.53	0.293	217	5.479	10.1
ECU01_0400-m1	ALPHAFOLD	1OKC	A	0.446	0.335	3.56	0.295	216	5.464	9.7

### ECU01_0410
ECU01_0410-m1	RAPTORX	5OT4	D	0.816	0.838	26.59	1.408	588	2.002	9.5
ECU01_0410-m1	RAPTORX	5OT4	A	0.839	0.857	28.94	1.378	611	2.440	9.5
ECU01_0410-m1	RAPTORX	5OT4	C	0.695	0.721	22.27	1.228	514	2.436	10.1
ECU01_0410-m1	RAPTORX	5OT4	B	0.739	0.771	26.08	1.088	579	3.439	9.5

### ECU01_0420
ECU01_0420-m1	RAPTORX	2C08	A	0.695	0.633	14.69	0.808	180	2.722	13.3
ECU01_0420-m1	RAPTORX	1ZWW	A	0.739	0.646	17.61	0.810	185	2.806	14.1
ECU01_0420-m1	RAPTORX	1I49	A	0.726	0.643	11.86	0.833	177	2.549	10.2
ECU01_0420-m1	RAPTORX	4DCN	C	0.740	0.635	12.60	0.825	179	2.627	11.2
ECU01_0420-m1	RAPTORX	4DCN	D	0.735	0.638	12.61	0.820	180	2.640	11.1
ECU01_0420-m1	ALPHAFOLD	2D4C	A	0.679	0.678	12.79	0.773	194	3.050	9.8
ECU01_0420-m1	ALPHAFOLD	2D4C	B	0.649	0.671	12.09	0.737	195	3.263	9.2
ECU01_0420-m1	ALPHAFOLD	1WDZ	A	0.627	0.640	10.34	0.747	180	2.727	7.8
ECU01_0420-m1	ALPHAFOLD	2D4C	D	0.649	0.621	12.75	0.680	188	3.394	10.1
ECU01_0420-m1	ALPHAFOLD	3OK8	A	0.602	0.606	8.53	0.671	180	3.248	6.7

### ECU01_0440
ECU01_0440-m1	ALPHAFOLD	5WME	C	0.649	0.459	4.98	0.684	78	2.179	14.1
ECU01_0440-m1	ALPHAFOLD	5CJ1	F	0.645	0.474	4.91	0.704	78	2.345	12.8
ECU01_0440-m1	ALPHAFOLD	5CJ1	C	0.631	0.469	4.87	0.689	78	2.344	12.8
ECU01_0440-m1	ALPHAFOLD	5CJ1	H	0.634	0.459	4.93	0.691	77	2.386	11.7
ECU01_0440-m1	ALPHAFOLD	2WTY	B	0.634	0.473	3.26	0.672	79	2.888	3.8
ECU01_0440-m1	RAPTORX	2LM9	A	0.458	0.478	-0.26	0.118	86	3.185	7.0
ECU01_0440-m1	RAPTORX	4CQI	A	0.529	0.442	4.31	0.521	92	3.463	7.6
ECU01_0440-m1	RAPTORX	1QSD	A	0.513	0.398	4.84	0.485	83	3.291	8.4
ECU01_0440-m1	RAPTORX	1QSD	B	0.514	0.395	4.85	0.481	83	3.322	8.4
ECU01_0440-m1	RAPTORX	4DND	A	0.514	0.364	3.77	0.484	73	2.905	6.8

### ECU01_0450
ECU01_0450-m1	ALPHAFOLD	2QSG	A	0.566	0.633	13.19	0.540	332	4.502	16.6
ECU01_0450-m1	ALPHAFOLD	6CFI	A	0.572	0.639	13.08	0.541	335	4.470	17.0
ECU01_0450-m1	ALPHAFOLD	4YIR	A	0.573	0.636	13.63	0.540	334	4.495	16.8
ECU01_0450-m1	ALPHAFOLD	6UIN	A	0.558	0.616	12.54	0.516	327	4.621	16.8
ECU01_0450-m1	ALPHAFOLD	2QSH	A	0.562	0.630	12.34	0.527	332	4.527	16.9
ECU01_0450-m1	RAPTORX	2QSF	A	0.430	0.474	11.82	0.666	216	3.488	13.9
ECU01_0450-m1	RAPTORX	2QSH	A	0.446	0.492	11.75	0.664	226	3.573	13.3
ECU01_0450-m1	RAPTORX	4YIR	A	0.455	0.490	14.64	0.521	249	4.558	17.7
ECU01_0450-m1	RAPTORX	2QSG	A	0.441	0.492	11.76	0.661	226	3.514	13.3
ECU01_0450-m1	RAPTORX	6CFI	A	0.445	0.486	14.83	0.506	249	4.567	17.3

### ECU01_0460
ECU01_0460-m1	RAPTORX	5NW4	V	0.999	0.986	62.24	1.560	370	0.201	78.4
ECU01_0460-m1	RAPTORX	5ADX	H	0.999	0.986	62.24	1.560	370	0.201	78.4
ECU01_0460-m1	RAPTORX	5AFU	H	0.999	0.986	62.24	1.560	370	0.201	78.4
ECU01_0460-m1	RAPTORX	6F1T	H	0.983	0.982	58.30	1.536	370	0.493	78.4
ECU01_0460-m1	RAPTORX	6DJN	D	0.951	0.973	56.45	1.495	370	0.959	75.9
ECU01_0460-m1	ALPHAFOLD	2VYP	A	0.943	0.944	56.29	1.462	359	0.916	76.6
ECU01_0460-m1	ALPHAFOLD	7C2F	C	0.948	0.949	56.21	1.463	361	0.865	76.2
ECU01_0460-m1	ALPHAFOLD	4B1W	B	0.947	0.948	56.40	1.455	361	0.961	77.0
ECU01_0460-m1	ALPHAFOLD	1T44	A	0.964	0.941	55.75	1.462	358	0.899	77.1
ECU01_0460-m1	ALPHAFOLD	2FF6	A	0.967	0.947	56.72	1.469	360	0.818	77.2

### ECU01_0470
ECU01_0470-m1	RAPTORX	4MNU	A	0.376	0.279	2.27	0.521	74	2.725	6.8
ECU01_0470-m1	RAPTORX	3BJ6	B	0.367	0.288	2.59	0.567	75	2.625	8.0
ECU01_0470-m1	RAPTORX	3BJ6	A	0.365	0.284	2.72	0.573	73	2.508	8.2
ECU01_0470-m1	RAPTORX	5ERI	A	0.366	0.274	2.70	0.529	73	2.655	6.8
ECU01_0470-m1	ALPHAFOLD	4MNU	A	0.358	0.276	1.94	0.451	83	3.799	8.4
ECU01_0470-m1	ALPHAFOLD	3BJ6	B	0.360	0.293	0.90	0.455	91	3.909	4.4
ECU01_0470-m1	ALPHAFOLD	3BJ6	A	0.345	0.278	0.75	0.436	87	4.007	5.7
ECU01_0470-m1	RAPTORX	3ZPL	F	0.373	0.288	3.13	0.539	78	3.067	10.3
ECU01_0470-m1	ALPHAFOLD	4QI2	C	0.358	0.277	2.40	0.541	75	2.819	17.3
ECU01_0470-m1	ALPHAFOLD	6TQA	A	0.356	0.275	2.33	0.533	75	2.865	17.3

### ECU01_0480
ECU01_0480-m1	RAPTORX	3OII	A	0.882	0.950	25.93	1.092	181	1.269	26.0
ECU01_0480-m1	RAPTORX	3OIN	A	0.915	0.944	26.11	1.087	181	1.349	25.4
ECU01_0480-m1	RAPTORX	5JPQ	f	0.913	0.949	26.13	1.093	182	1.436	25.8
ECU01_0480-m1	RAPTORX	2V3J	A	0.872	0.919	25.05	1.079	175	1.372	26.3
ECU01_0480-m1	RAPTORX	5TZS	k	0.913	0.949	26.12	1.092	182	1.440	25.8
ECU01_0480-m1	ALPHAFOLD	5TZS	j	0.848	0.884	24.16	0.995	177	2.053	28.2
ECU01_0480-m1	ALPHAFOLD	5JPQ	e	0.848	0.884	24.16	0.995	177	2.053	28.2
ECU01_0480-m1	ALPHAFOLD	3OIJ	A	0.848	0.884	24.16	0.995	177	2.053	28.2
ECU01_0480-m1	ALPHAFOLD	3OII	A	0.828	0.880	23.25	0.974	176	2.070	27.8
ECU01_0480-m1	ALPHAFOLD	3OII	B	0.822	0.873	23.91	0.996	173	2.005	28.3

### ECU01_0490
ECU01_0490-m1	ALPHAFOLD	3U0C	A	0.621	0.469	6.48	0.725	115	2.603	10.4
ECU01_0490-m1	ALPHAFOLD	3U0C	B	0.618	0.462	6.79	0.736	112	2.424	10.7
ECU01_0490-m1	ALPHAFOLD	5WKQ	B	0.585	0.459	7.04	0.684	113	2.512	12.4
ECU01_0490-m1	ALPHAFOLD	5NEN	B	0.467	0.481	5.64	0.721	110	2.139	10.0
ECU01_0490-m1	ALPHAFOLD	5IJH	B	0.481	0.453	4.51	0.610	116	2.999	10.3
ECU01_0490-m1	RAPTORX	1CUN	B	0.410	0.424	3.95	0.527	110	3.603	8.2
ECU01_0490-m1	RAPTORX	1CUN	C	0.409	0.423	3.95	0.528	110	3.621	8.2
ECU01_0490-m1	RAPTORX	4FZS	A	0.429	0.442	4.57	0.440	132	4.295	7.6
ECU01_0490-m1	RAPTORX	6H2D	R	0.399	0.350	3.55	0.563	83	2.455	1.2
ECU01_0490-m1	RAPTORX	1CUN	A	0.394	0.408	4.01	0.510	109	3.917	6.4

### ECU01_0500
ECU01_0500-m1	ALPHAFOLD	4H63	F	0.822	0.664	14.03	0.912	132	2.341	28.0
ECU01_0500-m1	ALPHAFOLD	7NVR	a	0.753	0.663	12.67	0.880	137	2.295	34.3
ECU01_0500-m1	ALPHAFOLD	4V1O	S	0.765	0.635	12.19	0.852	131	2.277	31.3
ECU01_0500-m1	ALPHAFOLD	5N9J	S	0.688	0.708	13.36	0.910	143	2.311	30.8
ECU01_0500-m1	ALPHAFOLD	7EMF	F	0.657	0.664	11.45	0.860	137	2.438	35.0
ECU01_0500-m1	RAPTORX	4H61	B	0.650	0.540	11.40	0.831	106	2.093	34.9
ECU01_0500-m1	RAPTORX	4H61	A	0.645	0.545	11.14	0.829	107	2.121	33.6
ECU01_0500-m1	RAPTORX	4H63	F	0.653	0.542	11.48	0.817	111	2.383	31.5
ECU01_0500-m1	RAPTORX	5N9J	S	0.595	0.602	13.49	0.889	117	2.085	33.3
ECU01_0500-m1	RAPTORX	4V1O	S	0.634	0.530	11.49	0.791	111	2.381	30.6

### ECU01_0510
ECU01_0510-m1	ALPHAFOLD	5WLW	D	0.943	0.885	24.08	1.059	128	0.873	68.0
ECU01_0510-m1	ALPHAFOLD	5WLW	H	0.977	0.865	24.50	1.065	124	0.666	70.2
ECU01_0510-m1	ALPHAFOLD	3LVL	A	0.937	0.865	23.69	1.059	125	0.819	66.4
ECU01_0510-m1	RAPTORX	2Z7E	A	0.857	0.898	24.54	1.063	128	0.754	46.9
ECU01_0510-m1	ALPHAFOLD	5WKP	H	0.938	0.858	23.87	1.042	126	1.299	69.8
ECU01_0510-m1	ALPHAFOLD	6WI2	D	0.891	0.846	22.52	1.002	126	1.419	68.3
ECU01_0510-m1	RAPTORX	2Z7E	B	0.758	0.812	19.47	0.943	123	1.532	45.5
ECU01_0510-m1	RAPTORX	2Z7E	C	0.760	0.792	18.82	0.918	122	2.093	48.4
ECU01_0510-m1	RAPTORX	4EB5	C	0.728	0.770	16.76	0.875	123	2.167	51.2
ECU01_0510-m1	RAPTORX	5WKP	H	0.756	0.721	14.91	0.827	123	2.773	69.9

### ECU01_0520
ECU01_0520-m1	RAPTORX	6R60	A	0.466	0.425	10.48	0.764	107	1.449	8.4
ECU01_0520-m1	RAPTORX	6R60	C	0.465	0.426	10.62	0.812	107	1.431	8.4
ECU01_0520-m1	ALPHAFOLD	5TZS	t	0.390	0.473	3.29	0.418	161	4.297	0.0
ECU01_0520-m1	ALPHAFOLD	6SRS	p	0.388	0.464	2.57	0.413	155	4.128	0.0
ECU01_0520-m1	ALPHAFOLD	6SRI	P	0.388	0.464	2.57	0.413	155	4.128	0.0
ECU01_0520-m1	ALPHAFOLD	6SRS	P	0.388	0.464	2.57	0.413	155	4.128	0.0
ECU01_0520-m1	ALPHAFOLD	2W18	A	0.467	0.528	5.61	0.469	174	4.128	5.2
ECU01_0520-m1	RAPTORX	6R60	D	0.530	0.425	11.43	0.809	107	1.451	8.4
ECU01_0520-m1	RAPTORX	6R60	B	0.528	0.424	11.35	0.811	106	1.122	8.5
ECU01_0520-m1	RAPTORX	5YZV	E	0.379	0.419	8.41	0.706	107	1.770	7.5

### ECU01_0525
ECU01_0525-m1	ALPHAFOLD	4WPX	B	0.396	0.393	1.89	0.460	54	3.189	14.8
ECU01_0525-m1	ALPHAFOLD	4WPX	E	0.394	0.391	1.89	0.452	54	3.284	14.8
ECU01_0525-m1	ALPHAFOLD	6YIP	B	0.429	0.347	1.43	0.438	48	3.338	6.2
ECU01_0525-m1	ALPHAFOLD	6J5I	e	0.422	0.316	1.65	0.446	49	3.452	0.0
ECU01_0525-m1	ALPHAFOLD	5Y5Y	I	0.447	0.324	1.20	0.486	44	2.619	11.4
ECU01_0525-m1	RAPTORX	5CVA	A	0.212	0.174	-0.60	0.320	29	3.165	3.4
ECU01_0525-m1	RAPTORX	5LSJ	N	0.105	0.123	-1.48	0.281	17	3.039	11.8
ECU01_0525-m1	RAPTORX	3UL5	A	0.281	0.300	0.72	0.441	37	2.575	0.0
ECU01_0525-m1	RAPTORX	3UL6	B	0.281	0.298	0.81	0.450	37	2.599	0.0
ECU01_0525-m1	RAPTORX	5CTD	C	0.208	0.191	-0.77	0.305	30	3.253	3.3

### ECU01_0540
ECU01_0540-m1	RAPTORX	2JWN	A	0.824	0.866	3.34	0.166	96	1.506	32.3
ECU01_0540-m1	ALPHAFOLD	3B4M	C	0.800	0.668	12.86	0.840	76	1.565	34.2
ECU01_0540-m1	ALPHAFOLD	1H6K	X	0.829	0.646	12.39	0.832	72	0.988	20.8
ECU01_0540-m1	ALPHAFOLD	3B4M	B	0.808	0.664	12.45	0.838	75	1.319	34.7
ECU01_0540-m1	ALPHAFOLD	3B4M	A	0.825	0.666	12.77	0.838	76	1.593	34.2
ECU01_0540-m1	RAPTORX	3B4M	C	0.761	0.643	11.89	0.802	77	1.565	33.8
ECU01_0540-m1	RAPTORX	3B4M	A	0.799	0.643	11.96	0.801	77	1.576	33.8
ECU01_0540-m1	RAPTORX	3B4M	B	0.774	0.635	11.64	0.789	77	1.555	33.8
ECU01_0540-m1	ALPHAFOLD	1H6K	Y	0.853	0.637	12.09	0.827	71	1.034	21.1
ECU01_0540-m1	RAPTORX	5D77	A	0.738	0.648	11.66	0.794	77	1.471	18.2

### ECU01_0545
ECU01_0545-m1	ALPHAFOLD	5MQF	g	0.849	0.741	13.43	0.906	77	0.744	40.3
ECU01_0545-m1	ALPHAFOLD	6ID1	j	0.825	0.741	13.60	0.905	77	0.753	40.3
ECU01_0545-m1	ALPHAFOLD	6AH0	j	0.825	0.741	13.60	0.905	77	0.753	40.3
ECU01_0545-m1	ALPHAFOLD	6ID1	c	0.825	0.741	13.60	0.905	77	0.753	40.3
ECU01_0545-m1	ALPHAFOLD	6ID0	j	0.825	0.741	13.60	0.905	77	0.753	40.3
ECU01_0545-m1	RAPTORX	1B34	A	0.853	0.731	14.37	0.896	75	0.819	38.7
ECU01_0545-m1	RAPTORX	5XJR	A	0.813	0.726	13.44	0.888	76	0.991	39.5
ECU01_0545-m1	RAPTORX	5XJU	A	0.794	0.725	13.40	0.888	76	0.991	39.5
ECU01_0545-m1	RAPTORX	4F7U	C	0.778	0.718	13.20	0.864	76	1.550	39.5
ECU01_0545-m1	RAPTORX	5XJL	A	0.802	0.722	13.49	0.884	76	1.017	39.5

### ECU01_0550
ECU01_0550-m1	ALPHAFOLD	3L82	A	0.465	0.361	5.18	0.432	150	4.505	8.0
ECU01_0550-m1	ALPHAFOLD	5WIR	B	0.471	0.380	6.32	0.440	154	4.385	8.4
ECU01_0550-m1	ALPHAFOLD	5XUP	A	0.476	0.371	6.84	0.467	141	3.770	9.2
ECU01_0550-m1	ALPHAFOLD	4RQI	A	0.470	0.370	5.77	0.432	151	4.418	11.3
ECU01_0550-m1	ALPHAFOLD	3BQO	A	0.472	0.369	6.73	0.464	141	3.821	9.2

### ECU01_0555
ECU01_0555-m1	RAPTORX	3OGI	C	0.557	0.463	4.35	0.548	46	2.441	6.5
ECU01_0555-m1	RAPTORX	4GZR	A	0.532	0.460	3.81	0.533	40	1.980	7.5
ECU01_0555-m1	RAPTORX	5IM8	A	0.484	0.514	-0.14	0.109	53	3.305	3.8
ECU01_0555-m1	RAPTORX	4GZR	C	0.525	0.480	3.54	0.539	40	1.781	7.5
ECU01_0555-m1	RAPTORX	5VOZ	d	0.525	0.420	2.95	0.508	45	2.536	0.0
ECU01_0555-m1	ALPHAFOLD	1DF4	A	0.505	0.424	2.71	0.550	48	2.763	6.2
ECU01_0555-m1	ALPHAFOLD	6HK5	H	0.428	0.394	1.79	0.502	43	2.738	7.0
ECU01_0555-m1	ALPHAFOLD	1I5Y	A	0.497	0.444	2.66	0.552	47	2.370	6.4
ECU01_0555-m1	ALPHAFOLD	1I5X	A	0.499	0.447	2.66	0.553	47	2.406	6.4
ECU01_0555-m1	ALPHAFOLD	1JPX	G	0.472	0.388	2.36	0.529	44	2.317	9.1

### ECU01_0560
ECU01_0560-m1	RAPTORX	4UXV	A	0.438	0.401	10.67	0.507	312	5.307	14.1

### ECU01_0580
ECU01_0580-m1	RAPTORX	4WH5	A	0.443	0.411	4.47	0.511	113	3.730	9.7
ECU01_0580-m1	RAPTORX	4WH5	B	0.425	0.401	4.42	0.502	110	3.939	9.1
ECU01_0580-m1	RAPTORX	4XJE	A	0.446	0.445	5.06	0.511	122	3.785	4.9
ECU01_0580-m1	RAPTORX	4FO1	B	0.424	0.388	4.25	0.459	110	4.456	10.0
ECU01_0580-m1	RAPTORX	4FO1	A	0.428	0.394	4.42	0.494	106	3.661	10.4
ECU01_0580-m1	ALPHAFOLD	3GNL	B	0.303	0.344	0.22	0.273	112	4.691	5.4
ECU01_0580-m1	ALPHAFOLD	6Q56	C	0.305	0.345	0.22	0.264	116	5.046	3.4
ECU01_0580-m1	ALPHAFOLD	6Q56	D	0.302	0.340	0.08	0.259	116	5.206	4.3
ECU01_0580-m1	ALPHAFOLD	3GNL	A	0.276	0.323	-0.06	0.244	109	4.966	0.9
ECU01_0580-m1	ALPHAFOLD	3RQI	A	0.245	0.241	-1.08	0.277	75	4.463	9.3

### ECU01_0590
ECU01_0590-m1	RAPTORX	4KAX	A	0.878	0.889	28.51	1.110	155	0.832	9.0
ECU01_0590-m1	RAPTORX	3VHX	C	0.863	0.883	28.18	1.105	154	0.823	9.1
ECU01_0590-m1	RAPTORX	2A5F	A	0.867	0.881	27.98	1.102	154	0.840	9.7
ECU01_0590-m1	RAPTORX	2A5D	A	0.866	0.884	27.99	1.100	155	0.924	9.7
ECU01_0590-m1	RAPTORX	3VHX	E	0.867	0.881	28.00	1.102	154	0.850	9.1
ECU01_0590-m1	ALPHAFOLD	4V0N	E	0.672	0.738	16.46	0.807	156	2.932	16.7
ECU01_0590-m1	ALPHAFOLD	4V0O	E	0.663	0.737	16.42	0.808	156	2.943	16.7
ECU01_0590-m1	ALPHAFOLD	4V0L	B	0.670	0.738	17.03	0.812	155	2.822	18.1
ECU01_0590-m1	ALPHAFOLD	4V0N	A	0.659	0.735	16.27	0.801	156	2.973	16.7
ECU01_0590-m1	ALPHAFOLD	4V0L	A	0.667	0.745	16.64	0.806	158	2.960	16.5

### ECU01_0600
ECU01_0600-m1	ALPHAFOLD	5N60	C	0.832	0.884	28.88	1.242	280	1.441	38.2
ECU01_0600-m1	ALPHAFOLD	5N5Y	C	0.832	0.884	28.88	1.242	280	1.441	38.2
ECU01_0600-m1	ALPHAFOLD	5N5Z	C	0.832	0.884	28.87	1.242	280	1.441	38.2
ECU01_0600-m1	ALPHAFOLD	6RUI	C	0.839	0.886	28.79	1.247	281	1.514	37.7
ECU01_0600-m1	ALPHAFOLD	4C2M	C	0.831	0.883	29.00	1.238	280	1.472	38.2
ECU01_0600-m1	RAPTORX	5N61	C	0.829	0.867	29.81	1.182	279	1.733	37.6
ECU01_0600-m1	RAPTORX	6HLR	C	0.841	0.866	30.58	1.194	278	1.613	37.8
ECU01_0600-m1	RAPTORX	4C2M	C	0.843	0.868	32.11	1.195	278	1.573	37.8
ECU01_0600-m1	RAPTORX	4C2M	R	0.842	0.867	32.04	1.191	278	1.592	37.8
ECU01_0600-m1	RAPTORX	6RWE	C	0.842	0.866	30.64	1.188	279	1.729	38.0

### ECU01_0610
ECU01_0610-m1	RAPTORX	4XFV	A	0.799	0.863	42.92	1.515	599	1.370	22.2
ECU01_0610-m1	RAPTORX	5M2N	A	0.740	0.830	35.53	1.307	595	2.294	20.8
ECU01_0610-m1	RAPTORX	6QK7	B	0.769	0.856	34.12	1.351	608	2.081	22.4
ECU01_0610-m1	ALPHAFOLD	5M2N	A	0.715	0.810	32.34	1.223	587	2.566	21.3
ECU01_0610-m1	ALPHAFOLD	4XFV	A	0.746	0.818	32.23	1.212	597	2.701	22.6
ECU01_0610-m1	ALPHAFOLD	6QK7	B	0.755	0.831	31.22	1.195	607	2.717	22.4
ECU01_0610-m1	ALPHAFOLD	1PEV	A	0.730	0.728	29.24	1.003	552	3.144	14.5
ECU01_0610-m1	ALPHAFOLD	1PGU	B	0.698	0.704	25.24	0.988	537	3.269	15.5
ECU01_0610-m1	RAPTORX	1PEV	A	0.708	0.720	26.23	0.968	551	3.239	14.7
ECU01_0610-m1	RAPTORX	1NR0	A	0.704	0.715	26.14	0.941	551	3.365	14.5

### ECU01_0620
ECU01_0620-m1	RAPTORX	4NAC	A	0.968	0.807	25.31	1.084	136	1.007	24.3
ECU01_0620-m1	RAPTORX	4NAC	B	0.959	0.774	23.88	1.075	131	0.839	25.2
ECU01_0620-m1	RAPTORX	4JXT	A	0.928	0.761	22.09	1.044	131	1.171	24.4
ECU01_0620-m1	RAPTORX	2KM4	A	0.741	0.760	2.78	0.191	139	1.787	20.1
ECU01_0620-m1	RAPTORX	4FLB	A	0.815	0.704	18.00	0.929	127	1.813	26.0
ECU01_0620-m1	ALPHAFOLD	4NAC	B	0.752	0.625	14.90	0.828	120	2.051	26.7
ECU01_0620-m1	ALPHAFOLD	4JXT	A	0.727	0.618	13.93	0.805	120	2.160	25.8
ECU01_0620-m1	ALPHAFOLD	4NAC	A	0.719	0.621	14.02	0.813	118	1.993	27.1
ECU01_0620-m1	ALPHAFOLD	2BF0	X	0.687	0.569	11.60	0.771	109	1.843	12.8
ECU01_0620-m1	ALPHAFOLD	2KM4	A	0.617	0.642	1.65	0.159	122	2.235	22.1

### ECU01_0630
ECU01_0630-m1	RAPTORX	4GV1	A	0.642	0.526	26.71	1.040	267	2.282	28.8
ECU01_0630-m1	ALPHAFOLD	4GV1	A	0.646	0.515	26.84	1.030	259	2.018	32.0
ECU01_0630-m1	ALPHAFOLD	4EKL	A	0.677	0.517	28.71	1.069	256	1.736	32.0
ECU01_0630-m1	RAPTORX	4EKL	A	0.671	0.521	27.67	1.060	263	2.084	29.3
ECU01_0630-m1	ALPHAFOLD	6C0T	A	0.680	0.517	28.66	1.063	256	1.626	32.8
ECU01_0630-m1	RAPTORX	1REJ	A	0.667	0.519	27.41	1.053	261	2.098	30.3
ECU01_0630-m1	RAPTORX	3POO	A	0.657	0.518	27.05	1.043	262	2.176	29.4
ECU01_0630-m1	RAPTORX	6FRX	A	0.669	0.515	27.24	1.046	260	2.157	30.0
ECU01_0630-m1	ALPHAFOLD	4CRS	A	0.660	0.517	27.70	1.043	260	1.993	32.7
ECU01_0630-m1	ALPHAFOLD	1STC	E	0.673	0.509	27.30	1.039	253	1.800	30.8

### ECU01_0640
ECU01_0640-m1	ALPHAFOLD	4DYL	A	0.434	0.373	9.04	0.691	195	2.990	6.2
ECU01_0640-m1	ALPHAFOLD	5H3D	B	0.434	0.358	7.32	0.626	195	3.242	12.8
ECU01_0640-m1	ALPHAFOLD	4CKH	D	0.431	0.356	7.29	0.617	195	3.358	12.3
ECU01_0640-m1	ALPHAFOLD	4CKG	D	0.431	0.356	7.29	0.617	195	3.358	12.3
ECU01_0640-m1	ALPHAFOLD	4CKH	B	0.431	0.356	7.29	0.617	195	3.358	12.3
ECU01_0640-m1	RAPTORX	4DYL	A	0.440	0.375	9.14	0.686	205	3.465	9.3

### ECU01_0650
ECU01_0650-m1	RAPTORX	4BJU	A	0.918	0.955	55.47	1.608	512	0.962	35.4
ECU01_0650-m1	RAPTORX	4BJU	B	0.905	0.941	54.17	1.571	506	1.013	36.4
ECU01_0650-m1	RAPTORX	5OAW	A	0.881	0.931	53.75	1.554	502	1.147	36.5
ECU01_0650-m1	RAPTORX	5OAW	B	0.861	0.851	47.58	1.402	466	1.573	35.8
ECU01_0650-m1	RAPTORX	2DKC	A	0.855	0.905	47.68	1.390	502	1.894	33.5
ECU01_0650-m1	ALPHAFOLD	4BJU	B	0.843	0.904	42.47	1.373	504	2.115	35.7
ECU01_0650-m1	ALPHAFOLD	4BJU	A	0.846	0.906	42.57	1.377	504	2.061	35.9
ECU01_0650-m1	ALPHAFOLD	5OAW	A	0.834	0.892	41.95	1.336	500	2.193	36.0
ECU01_0650-m1	ALPHAFOLD	5OAW	B	0.806	0.819	37.81	1.237	464	2.424	35.3
ECU01_0650-m1	ALPHAFOLD	2DKC	A	0.812	0.875	40.89	1.247	498	2.497	33.5

### ECU01_0660
ECU01_0660-m1	ALPHAFOLD	7EKN	F	0.759	0.579	4.63	0.689	42	1.646	4.8
ECU01_0660-m1	ALPHAFOLD	3A1Q	F	0.859	0.694	4.66	0.750	43	0.744	7.0
ECU01_0660-m1	ALPHAFOLD	4L9U	B	0.832	0.656	4.33	0.723	43	1.327	7.0
ECU01_0660-m1	ALPHAFOLD	5CWT	A	0.880	0.653	4.40	0.733	41	0.901	2.4
ECU01_0660-m1	ALPHAFOLD	3GWO	B	0.842	0.622	4.55	0.723	41	0.923	4.9
ECU01_0660-m1	RAPTORX	2XNS	C	0.281	0.201	-0.90	0.357	14	1.344	7.1
ECU01_0660-m1	RAPTORX	2XNS	D	0.281	0.201	-0.90	0.357	14	1.344	7.1
ECU01_0660-m1	RAPTORX	2LP1	A	0.279	0.302	-1.58	0.056	27	2.848	0.0
ECU01_0660-m1	RAPTORX	6H8E	A	0.233	0.270	-0.27	0.376	23	2.542	0.0
ECU01_0660-m1	RAPTORX	2EQW	A	0.263	0.282	-1.41	0.080	25	2.219	0.0

### ECU01_0670
ECU01_0670-m1	ALPHAFOLD	6RO4	C	0.653	0.668	25.91	0.685	352	4.363	26.4
ECU01_0670-m1	ALPHAFOLD	6NMI	D	0.665	0.718	24.62	0.682	381	4.746	24.1
ECU01_0670-m1	ALPHAFOLD	7NVV	2	0.701	0.518	20.41	0.746	265	3.910	32.5
ECU01_0670-m1	ALPHAFOLD	7NW0	2	0.624	0.633	25.19	0.602	345	4.692	27.5
ECU01_0670-m1	ALPHAFOLD	7NVX	2	0.623	0.632	25.14	0.603	344	4.673	27.3
