Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q8SUG7	NTT4_ENCCU	reviewed	ADP,ATP carrier protein 4 (ADP/ATP translocase 4) (Nucleotide transporter 4)	NTT4 ECU10_0420	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	536
Q8SQK7	NUF2_ENCCU	reviewed	Probable kinetochore protein NUF2	NUF2 ECU09_1690	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	439
Q8SR30	PABP_ENCCU	reviewed	Polyadenylate-binding protein, cytoplasmic and nuclear (PABP) (Poly(A)-binding protein) (Polyadenylate tail-binding protein)	PAB1 ECU10_1110	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	502
Q8SVM5	PMM_ENCCU	reviewed	Phosphomannomutase (PMM) (EC 5.4.2.8)	SEC53 ECU05_0260	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	256
Q8SRZ0	PP1L_ENCCU	reviewed	Probable serine/threonine-protein phosphatase ECU05_0440 (PP-1G) (EC 3.1.3.16) (Protein phosphatase 1C catalytic subunit)	ECU05_0440	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	457
Q8SRH0	PRS4_ENCCU	reviewed	26S protease regulatory subunit 4 homolog	RPT2 ECU07_1640	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	424
Q8SR13	PRS6A_ENCCU	reviewed	26S protease regulatory subunit 6A	RPT5 ECU10_1420	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	401
Q8SQI9	PRS6B_ENCCU	reviewed	26S protease regulatory subunit 6B homolog	ECU08_1970; ECU10_0130	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	387
Q8SQK0	PRS8_ENCCU	reviewed	26S protease regulatory subunit 8 homolog	RPT6 ECU09_1840	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	453
Q8SQS5	PSA1_ENCCU	reviewed	Probable proteasome subunit alpha type-1 (EC 3.4.25.1) (26S proteasome alpha-type subunit PRE5) (Multicatalytic endopeptidase complex subunit PRE5)	PRE5 ECU11_1670	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	239
Q8SQP9	PSA3_ENCCU	reviewed	Probable proteasome subunit alpha type-3 (EC 3.4.25.1) (26S proteasome alpha-type subunit PRE10) (Multicatalytic endopeptidase complex subunit PRE10)	PRE10 ECU09_0330	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	242
Q8SRU7	PSA4_ENCCU	reviewed	Probable proteasome subunit alpha type-4 (EC 3.4.25.1) (26S proteasome alpha-type subunit PRE9) (Multicatalytic endopeptidase complex subunit PRE9)	PRE9 ECU05_1340	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	232
Q8SRU3	PSA5_ENCCU	reviewed	Probable proteasome subunit alpha type-5 (EC 3.4.25.1) (26S proteasome alpha-type subunit PUP2) (Multicatalytic endopeptidase complex subunit PUP2)	PUP2 ECU05_1400	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	232
Q8SRH6	PSB1_ENCCU	reviewed	Probable proteasome subunit beta type-1 (EC 3.4.25.1) (26S proteasome beta-type subunit PRE7) (Multicatalytic endopeptidase complex subunit PRE7)	PRE7 ECU07_1420	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	290
Q8SRF1	PSB2_ENCCU	reviewed	Probable proteasome subunit beta type-2 (EC 3.4.25.1) (26S proteasome beta-type subunit PRE1) (Multicatalytic endopeptidase complex subunit PRE1)	PRE1 ECU08_0280	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	197
Q8SS01	PSB4_ENCCU	reviewed	Probable proteasome subunit beta type-4 (EC 3.4.25.1) (26S proteasome beta-type subunit PRE4) (Multicatalytic endopeptidase complex subunit PRE4)	PRE4 ECU05_0290	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	235
Q8SR11	PSB6_ENCCU	reviewed	Probable proteasome subunit beta type-6 (EC 3.4.25.1) (26S proteasome beta-type subunit PRE3) (Multicatalytic endopeptidase complex subunit PRE3)	PRE3 ECU10_1450	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	203
Q8SQN7	PSB7_ENCCU	reviewed	Probable proteasome subunit beta type-7 (EC 3.4.25.1) (26S proteasome beta-type subunit PUP1) (Multicatalytic endopeptidase complex subunit PUP1)	PUP1 ECU09_0720	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	227
Q8SV74	PSF2_ENCCU	reviewed	Probable DNA replication complex GINS protein PSF2	ECU06_1410	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	175
Q95ZE2	PSS_ENCCU	reviewed	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) (Phosphatidylserine synthase)	PSS ECU11_0620	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	384
O76942	PTP1_ENCCU	reviewed	Polar tube protein 1 (Major polar tube protein) (Major PTP)	PTP1 ECU06_0250	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	395
Q8SRT0	PTP2_ENCCU	reviewed	Polar tube protein 2	PTP2 ECU06_0240	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	277
Q8MTP3	PTP3_ENCCU	reviewed	Polar tube protein 3	PTP3 ECU11_1440	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1256
Q8SVB5	PTPA_ENCCU	reviewed	Serine/threonine-protein phosphatase 2A activator (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase PTPA) (PPIase PTPA) (Rotamase PTPA) (Phosphotyrosyl phosphatase activator)	ECU06_0720	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	247
Q8SQI7	PYRG_ENCCU	reviewed	CTP synthase (EC 6.3.4.2) (CTP synthetase) (UTP--ammonia ligase)	ECU11_0480; ECU11_0880	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	535
Q8SSK1	RAD25_ENCCU	reviewed	Probable DNA repair helicase RAD25 homolog (EC 3.6.4.12) (General transcription and DNA repair factor IIH subunit RAD25) (TFIIH subunit RAD25)	RAD25 ECU01_1060	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	696
Q8SRK6	RAD50_ENCCU	reviewed	DNA repair protein RAD50 (EC 3.6.-.-)	RAD50 ECU07_0610i	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1247
Q8SQJ8	RER2_ENCCU	reviewed	Dehydrodolichyl diphosphate synthase (DEDOL-PP synthase) (EC 2.5.1.-)	RER2 ECU09_1870	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	270
Q8SQM0	RFC4_ENCCU	reviewed	Replication factor C subunit 4 (Replication factor C4)	RFC4 ECU09_1330	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	309
Q8SVI7	RIO1_ENCCU	reviewed	Probable serine/threonine-protein kinase RIO1 homolog (EC 2.7.11.1)	RIO1 ECU05_1070	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	409
Q8SR37	RIR1_ENCCU	reviewed	Ribonucleoside-diphosphate reductase large chain (EC 1.17.4.1) (Ribonucleotide reductase)	ECU10_0920	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	768
Q8SRR2	RIR2_ENCCU	reviewed	Ribonucleoside-diphosphate reductase small chain (EC 1.17.4.1) (Ribonucleotide reductase small subunit)	ECU06_0730	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	325
Q8SR96	RL10_ENCCU	reviewed	60S ribosomal protein L10	RPL10 ECU08_1570	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	219
Q8SSG9	RL11_ENCCU	reviewed	60S ribosomal protein L11	RPL11 ECU02_0610	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	165
Q8SR84	RL12_ENCCU	reviewed	60S ribosomal protein L12	RPL12 ECU08_2010	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	166
Q8SRY5	RL1_ENCCU	reviewed	60S ribosomal protein L1 (L10a)	RPL1 ECU05_0600	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	219
Q8SRW8	RL21_ENCCU	reviewed	60S ribosomal protein L21	RPL21 ECU05_0900	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	160
Q8SS49	RL22_ENCCU	reviewed	60S ribosomal protein L22	RPL22 ECU04_0740	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	112
Q8SRA7	RL23_ENCCU	reviewed	60S ribosomal protein L23	RPL23 ECU08_1160i	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	146
O62581	RL27A_ENCCU	reviewed	60S ribosomal protein L27a	RPL27A ECU10_0990	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	147
Q8SSC8	RL31_ENCCU	reviewed	60S ribosomal protein L31	RPL31 ECU03_0230	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	111
Q8SS18	RL32_ENCCU	reviewed	60S ribosomal protein L32	RPL32 ECU04_1310	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	139
Q8SSA2	RL34_ENCCU	reviewed	60S ribosomal protein L34	RPL34 ECU03_0710	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	110
Q8ST62	RL351_ENCCU	reviewed	60S ribosomal protein L35-1	RPL35A ECU07_1820; RPL35B ECU10_0070	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	122
Q8SQQ7	RL352_ENCCU	reviewed	60S ribosomal protein L35-2	RPL35C ECU11_2060	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	122
Q8SRP1	RL36_ENCCU	reviewed	60S ribosomal protein L36 (L39)	RPL36 ECU06_1120	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	107
Q8SRH5	RL37_ENCCU	reviewed	60S ribosomal protein L37	RPL37 ECU07_1460	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	90
Q8SQP8	RL39_ENCCU	reviewed	60S ribosomal protein L39	RPL39 ECU09_0395	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	52
Q8SQI3	RL3_ENCCU	reviewed	60S ribosomal protein L3	RPL3-1 ECU03_1220; RPL3-2 ECU09_1000	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	383
Q8SR18	RL44_ENCCU	reviewed	60S ribosomal protein L44	RPL44 ECU10_1300	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	104
Q8SSG1	RL7A_ENCCU	reviewed	60S ribosomal protein L7a	RPL7A ECU02_0750i	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	193
Q8SS93	RL7_ENCCU	reviewed	60S ribosomal protein L7	RPL7 ECU03_0950	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	239
Q8SSM6	RL8_ENCCU	reviewed	60S ribosomal protein L8	RPL8 ECU01_0310	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	239
Q8SRJ7	RLA0_ENCCU	reviewed	60S acidic ribosomal protein P0 (A0) (L10E)	RPP0 ECU07_0820	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	290
Q8SRM2	RLA2_ENCCU	reviewed	60S acidic ribosomal protein P2	RPP2A ECU07_0110	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	103
Q8SSF6	RLP24_ENCCU	reviewed	Probable ribosome biogenesis protein RLP24	RPL24 ECU02_0810	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	155
Q8SRS6	RPAB5_ENCCU	reviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5) (RPB10)	RPB10 ECU06_0320	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	72
Q8SSC4	RPB1_ENCCU	reviewed	DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit 1) (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit)	RPB1 ECU03_0290	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1599
Q8SR75	RPB2_ENCCU	reviewed	DNA-directed RNA polymerase II subunit RPB2 (RNA polymerase II subunit 2) (RNA polymerase II subunit B2) (EC 2.7.7.6)	RPB2 ECU10_0250	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1141
Q8SQU1	RPB9_ENCCU	reviewed	DNA-directed RNA polymerase II subunit RPB9 (RNA polymerase II subunit B9) (DNA-directed RNA polymerase II subunit 9)	RPB9 ECU11_1400	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	108
Q8SRP6	RPE_ENCCU	reviewed	Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Pentose-5-phosphate 3-epimerase) (PPE) (RPE)	RPE1 ECU06_1040	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	217
Q8SQY3	RPN11_ENCCU	reviewed	26S proteasome regulatory subunit RPN11	RPN11 ECU11_0570	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	294
Q8SS65	RPN1_ENCCU	reviewed	26S proteasome regulatory subunit RPN1	RPN1 ECU04_0310	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	795
Q8SSH5	RPN2_ENCCU	reviewed	26S proteasome regulatory subunit RPN2	RPN2 ECU02_0480	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	786
Q8SRT7	RPN3_ENCCU	reviewed	26S proteasome regulatory subunit RPN3	RPN3 ECU05_1540	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	376
Q8SR63	RRP3_ENCCU	reviewed	ATP-dependent rRNA helicase RRP3 (EC 3.6.4.-)	RRP3 ECU10_0440	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	400
Q8SRB3	RS13_ENCCU	reviewed	40S ribosomal protein S13	RPS13 ECU08_1060	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	148
Q8SSA6	RS14_ENCCU	reviewed	40S ribosomal protein S14	RPS14 ECU03_0650	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	134
Q8SSF9	RS17_ENCCU	reviewed	40S ribosomal protein S17	RPS17 ECU02_0770	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	120
Q8SRP2	RS18_ENCCU	reviewed	40S ribosomal protein S18	RPS18 ECU06_1110	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	153
Q8SQS8	RS19_ENCCU	reviewed	40S ribosomal protein S19	RPS19 ECU11_1620i	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	137
Q8SR65	RS23_ENCCU	reviewed	40S ribosomal protein S23	RPS23 ECU10_0400	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	140
Q8STD9	RS25_ENCCU	reviewed	40S ribosomal protein S25	RPS25-1 ECU08_1040; RPS25-2 ECU08_1070	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	109
Q8SRN2	RS26_ENCCU	reviewed	40S ribosomal protein S26	RPS26 ECU06_1445	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	105
Q8SS73	RS29_ENCCU	reviewed	40S ribosomal protein S29	RPS29 ECU04_0125i	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	55
Q8SS05	RS3A_ENCCU	reviewed	40S ribosomal protein S1	RPS1 ECU05_0250	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	189
Q8SQM3	RS3_ENCCU	reviewed	40S ribosomal protein S3	RPS3 ECU09_1250	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	228
Q8SRB9	RS4_ENCCU	reviewed	40S ribosomal protein S4	RPS4 ECU08_0870	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	268
Q8SS72	RS5_ENCCU	reviewed	40S ribosomal protein S5	RPS5 ECU04_0140	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	208
Q8SRY0	RS6_ENCCU	reviewed	40S ribosomal protein S6	RPS6 ECU05_0670	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	203
Q8SQX3	RS7_ENCCU	reviewed	40S ribosomal protein S7	RPS7 ECU11_0780	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	178
Q8SRW6	RS9_ENCCU	reviewed	40S ribosomal protein S9	RPS9 ECU05_0920	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	184
Q8SS60	RSSA_ENCCU	reviewed	40S ribosomal protein S0	RPS0 ECU04_0450	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	252
Q8STP2	RUVB1_ENCCU	reviewed	RuvB-like protein 1 (RUVBL1) (EC 3.6.4.12) (TIP49-homology protein 1) (TIP49a homolog)	RVB1 ECU09_1390	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	426
Q8SU27	RUVB2_ENCCU	reviewed	RuvB-like helicase 2 (EC 3.6.4.12)	RVB2 ECU11_1270	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	418
Q8SS09	SAR1_ENCCU	reviewed	Small COPII coat GTPase SAR1 (EC 3.6.5.-)	SAR1 ECU05_0090	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	221
Q8SRW9	SC61G_ENCCU	reviewed	Probable protein transport protein Sec61 subunit gamma	ECU05_0885	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	72
Q8SUL0	SDO1_ENCCU	reviewed	Ribosome maturation protein SDO1	SDO1 ECU08_1610	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	223
Q8SQX2	SEC23_ENCCU	reviewed	Protein transport protein SEC23	SEC23 ECU11_0790	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	707
Q8SRC3	SEC65_ENCCU	reviewed	Signal recognition particle SEC65 subunit	SEC65 ECU08_0800	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	137
Q8SRU2	SFR_ENCCU	reviewed	Probable splicing factor ECU05_1440 (Pre-mRNA-splicing factor ECU05_1440)	ECU05_1440	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	301
Q8SS97	SLY1_ENCCU	reviewed	SEC1 family transport protein SLY1	SLY1 ECU03_0900	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	521
Q8SR49	SPB4_ENCCU	reviewed	ATP-dependent rRNA helicase SPB4 (EC 3.6.4.-)	SPB4 ECU10_0690	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	463
Q8SQJ3	SPL1_ENCCU	reviewed	Putative subtilisin-like proteinase 1 (EC 3.4.21.-)	SPL1 ECU01_1130	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	465
Q8SS86	SPL2_ENCCU	reviewed	Putative subtilisin-like proteinase 2 (EC 3.4.21.-)	SPL2 ECU03_1180	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	535
Q8SVS9	SPO11_ENCCU	reviewed	Probable meiosis-specific protein SPO11 homolog	SPO11 ECU04_1110	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	303
Q8SQY7	STT4_ENCCU	reviewed	Probable phosphatidylinositol 4-kinase STT4 homolog (PI4-kinase) (PtdIns-4-kinase) (EC 2.7.1.67)	STT4 ECU11_0450	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1433
Q8SWP1	SWP12_ENCCU	reviewed	Spore wall protein 12	SWP12 ECU01_0420	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	238
Q9XZV1	SWP1_ENCCU	reviewed	Spore wall protein 1	SWP1 ECU10_1660	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	450
Q8SWI4	SWP3_ENCCU	reviewed	Spore wall protein 3	SWP3 EnP2 ECU01_1270	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	221
Q8SU32	SWP7_ENCCU	reviewed	Spore wall protein 7	SWP7 ECU11_1210	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	295
Q8SRE0	SYC_ENCCU	reviewed	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	ECU08_0490	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	480
Q8SRQ8	SYDC_ENCCU	reviewed	Probable aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)	ECU06_0790	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	473
Q8SSE4	SYEC_ENCCU	reviewed	Probable glutamate--tRNA ligase, cytoplasmic (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	ECU02_1210	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	642
Q8SRG9	SYFA_ENCCU	reviewed	Probable phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	ECU07_1660	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	475
Q8SS40	SYFB_ENCCU	reviewed	Probable phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	ECU04_0900	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	557
Q8SQZ6	SYG_ENCCU	reviewed	Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (AP-4-A synthetase) (Glycyl-tRNA synthetase) (GlyRS)	ECU10_1790	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	579
Q8SRR3	SYHC_ENCCU	reviewed	Probable histidine--tRNA ligase, cytoplasmic (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	ECU06_0620	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	435
Q8SQV6	SYIC_ENCCU	reviewed	Probable isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	ECU11_1100	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1017
Q8SS56	SYKC_ENCCU	reviewed	Probable lysine--tRNA ligase, cytoplasmic (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	ECU04_0580	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	440
Q8SRS8	SYLC_ENCCU	reviewed	Probable leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	ECU06_0280	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	874
Q8SQW5	SYMC_ENCCU	reviewed	Probable methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	ECU11_0890	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	550
Q8SQK8	SYNC_ENCCU	reviewed	Probable asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	ECU09_1680	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	502
Q8SSD7	SYP_ENCCU	reviewed	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	ECU02_1360	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	520
Q8SR10	SYQ_ENCCU	reviewed	Probable glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	ECU10_1460	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	697
Q8SRD8	SYR_ENCCU	reviewed	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	ECU08_0550	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	563
Q8SS48	SYS_ENCCU	reviewed	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	ECU04_0750	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	429
Q8SRH2	SYTC_ENCCU	reviewed	Probable threonine--tRNA ligase, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	ECU07_1570	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	640
Q8SS27	SYVC_ENCCU	reviewed	Probable valine--tRNA ligase, cytoplasmic (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	ECU04_1140	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	921
O96771	SYW_ENCCU	reviewed	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	ECU11_0530	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	385
Q8SRV7	SYYC_ENCCU	reviewed	Probable tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	ECU05_1120i	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	337
Q8SQS4	TAF5_ENCCU	reviewed	Transcription initiation factor TFIID subunit 5	TAF5 ECU11_1750	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	556
Q8SSI9	TAF9_ENCCU	reviewed	Transcription initiation factor TFIID subunit 9 (TBP-associated factor 9)	TAF9 ECU01_1330	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	137
Q8SW70	TATD1_ENCCU	reviewed	Putative deoxyribonuclease TATDN1 homolog (EC 3.1.21.-)	ECU03_0200	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	273
Q8SRI6	TBA_ENCCU	reviewed	Tubulin alpha chain	TUB1 ECU07_1190	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	441
Q8SS99	TBB_ENCCU	reviewed	Tubulin beta chain (Beta-tubulin)	TUB2 ECU03_0820i	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	439
